9.119348245926536256e-01,8.804398777492359329e-01,7.849048431552695382e-01,7.252567828548928119e-01,7.310996943730898590e-01,7.168004800030000068e-01,7.719605122532015029e-01,6.369667935424596639e-01,3.420595128719554068e-01,3.492471827948924190e-01
7.822425140157125423e-01,8.595475596722479406e-01,7.582268014175087556e-01,7.263628522678265975e-01,4.572662329139557391e-01,6.129559559747247421e-01,5.662181013631334414e-01,4.231404571278569726e-01,3.101691260570378361e-01,4.747672172951080127e-01
9.071432321452007619e-01,9.231387696173100066e-01,8.041953387208669035e-01,6.822588266176663474e-01,7.437590234938966649e-01,7.489903061894137570e-01,6.986233663960399465e-01,4.973579209870060969e-01,7.514895093094330347e-01,4.390960568503552985e-01
8.999585622410138930e-01,9.409311308195676959e-01,8.980162376014849679e-01,7.894950593441207864e-01,7.742870267939174767e-01,7.951667822923893514e-01,7.608850055312844640e-01,6.352620328877054412e-01,7.817838861492882874e-01,6.202705641910259970e-01
8.251652822830141121e-01,9.158142238388989886e-01,8.593827461421632563e-01,8.509800686254288538e-01,7.121390133688335622e-01,5.085787411171319716e-01,7.867026043912772604e-01,7.349147807173794789e-01,1.547497796861229957e-01,3.629169557309732674e-01
8.752839705248157687e-01,9.088725554534714535e-01,8.290964318526989896e-01,6.756837230232688452e-01,7.715043219020117915e-01,7.197579359870998061e-01,7.220597003731272778e-01,7.393339958374738341e-01,4.114077587984924511e-01,3.006058162863518013e-01
9.121971387321170521e-01,9.332585828661428273e-01,8.586693041831510165e-01,7.304288151800948370e-01,7.658629741435882821e-01,8.329030806442540014e-01,7.871501696885604415e-01,7.641164007275045300e-01,7.168451052819079239e-01,5.958924118275737980e-01
8.597031856449103282e-01,9.009230682691765635e-01,8.451427821423883602e-01,7.587566797292482068e-01,7.265370408565053895e-01,6.794418090113063524e-01,6.971053569084806334e-01,6.753818461365383996e-01,4.778187988674928444e-01,5.296924980781129166e-01
8.835199594997467099e-01,9.164871655447847099e-01,6.852376577353608278e-01,7.576560478502989415e-01,6.618560741004630987e-01,7.202823767648547371e-01,7.696971856074099616e-01,6.647722798267488020e-01,6.474668591678697238e-01,3.565235407721297767e-01
9.120962631016442668e-01,9.144981531134568353e-01,8.678823617647609678e-01,7.481544259651621287e-01,7.622357639735247714e-01,8.328607053794084836e-01,7.822597641235256027e-01,6.630249564059774725e-01,6.992301201882512585e-01,1.337607110044437553e-01
7.237290233063955469e-01,7.260067875424220940e-01,5.372861080381752252e-01,5.829724560778505316e-01,4.494412465077906038e-01,4.348519678247989018e-01,4.248990306189412980e-01,3.363643522772016836e-01,3.480837380233625655e-01,2.628297676860480436e-01
9.290047437796484786e-01,9.371376071100443461e-01,8.634331464571652903e-01,8.863347270920441945e-01,7.556126600791254200e-01,8.205238782742391157e-01,8.164567903549396766e-01,6.669474809217557087e-01,7.498299364371027176e-01,4.383216770104813031e-01
7.506772542328389308e-01,9.187023043894023688e-01,7.717017606360038195e-01,7.214375714848216825e-01,7.167839798998743017e-01,7.722989518684491017e-01,6.356599103744398072e-01,4.434886468040424856e-01,5.428235801473758615e-01,5.813443834023962475e-01
8.905782536140849359e-01,9.337944612153825652e-01,8.692417452609079165e-01,8.064918530740816660e-01,6.298730617066355952e-01,7.778324864530402616e-01,7.076708604428776361e-01,6.149123432021449398e-01,2.525423283895524285e-01,2.933318958243488761e-01
8.977887986799917286e-01,9.314116963231020563e-01,8.496038100238126889e-01,7.072414827592671260e-01,6.113670710441939660e-01,7.551904074400465072e-01,7.356794104963154668e-01,7.163922899518121445e-01,5.013801961262257523e-01,3.775922974518590158e-01
8.211806948793428651e-01,9.125852661579132441e-01,8.426133913336957271e-01,7.648448427802673200e-01,7.804543153394707389e-01,8.108291301820635955e-01,7.790240564003523271e-01,6.433648960306000975e-01,5.607636922730766527e-01,4.875457971612321972e-01
7.929272682954268125e-01,9.256764104775654367e-01,7.985472409202556410e-01,6.712885080531753035e-01,7.227307670672941109e-01,6.942654641591509135e-01,7.018993868711679296e-01,4.618438865242907587e-01,6.308910055687847462e-01,3.616261976637353270e-01
8.825142032137700543e-01,9.131190819942622827e-01,8.733337708360676688e-01,8.228218926368289221e-01,7.448454052837829575e-01,7.635280220501377002e-01,8.152959705998161777e-01,5.943682148013423872e-01,6.442842142763391955e-01,4.100710629441433053e-01
8.682406765042280927e-01,9.110158813492583718e-01,8.311833198957492286e-01,7.872186076162975832e-01,4.691239945249657262e-01,8.126598916243226167e-01,6.086117413233832485e-01,6.089938687116794869e-01,5.327862674141713439e-01,4.094862467890423852e-01
9.120538878367989710e-01,9.385031781448633925e-01,8.681641760261000762e-01,8.116905105656908592e-01,7.894344964656029306e-01,7.789027431421445824e-01,7.541344008400052701e-01,6.736056475352970585e-01,7.221135132094576026e-01,1.520923255770348370e-01
8.750790317439482990e-01,8.335323345770910830e-01,8.246498415615096667e-01,8.131653947837172991e-01,7.982688016800103536e-01,6.906508165676034094e-01,6.973942962143512281e-01,5.074651716573227445e-01,6.846391539947124238e-01,3.034254589091181509e-01
8.205422533890837089e-01,8.987984924905779716e-01,8.106341289633058889e-01,6.392359327245794587e-01,7.423915774473589524e-01,7.921234507715672057e-01,8.111662572891079614e-01,6.517073856711603774e-01,5.440155250970317713e-01,5.794886843042769131e-01
7.383685523034518861e-01,9.160201001256257358e-01,8.348187801173757583e-01,8.132473327958299469e-01,7.000678754242213309e-01,7.516530103313144862e-01,7.191637447734047228e-01,7.483513021956386124e-01,4.023829523934524532e-01,4.826357039731498100e-01
6.608578178613615517e-01,8.663997899986874973e-01,8.049423433896460978e-01,8.080773629835185101e-01,5.027975174844842021e-01,6.966041662760391606e-01,5.983749273432957816e-01,6.799353120957004615e-01,4.535283970524815467e-01,3.274762342264638804e-01
8.112352577203607584e-01,9.365859786623664807e-01,8.864191026193911638e-01,8.052162826017661423e-01,7.593872461702884102e-01,7.560484128025798389e-01,7.347156544728403738e-01,6.690743067144169220e-01,6.758627866424165020e-01,2.562061012881330369e-01
7.914278214238839038e-01,8.990377439858998621e-01,8.092563703523145691e-01,6.924176401102506428e-01,6.825098906868167781e-01,7.619038868992931146e-01,7.547880299251870095e-01,7.351191569947310711e-01,6.365267282920518133e-01,1.220842630266439077e-01
8.492273076706727819e-01,9.248169051056568390e-01,7.670792942455889607e-01,6.921208257551609844e-01,5.482123638272738964e-01,7.115517596984980431e-01,6.977670485440533588e-01,5.259434121463258949e-01,5.535338345864661003e-01,6.357971612322577126e-01
7.249138432115199704e-01,8.608197551234695322e-01,8.176172351077193312e-01,6.972463577897362041e-01,7.616438227738923095e-01,7.766853542834641910e-01,6.574239213995086706e-01,6.753814711341946664e-01,6.278283614272589519e-01,2.386498040612753668e-01
8.450765942287139509e-01,8.517225732660828053e-01,6.860354752217201479e-01,7.700697504359401702e-01,6.849924062025386506e-01,5.012999456246600705e-01,5.033648960306001952e-01,7.308030675191719006e-01,3.126111413196332456e-01,4.941525884536777657e-01
8.876476102975643379e-01,8.868184801155006847e-01,8.391721823261394375e-01,7.483666772917330068e-01,7.068764179776122480e-01,6.348860930380813006e-01,7.104355652222825723e-01,6.151620947630921377e-01,5.567311045694035565e-01,4.147876549228431964e-01
8.880434252714077825e-01,9.177951737198357662e-01,8.668087300545627150e-01,8.010981943637147662e-01,7.861590384939904919e-01,7.831657697860611167e-01,7.532083325520784189e-01,6.104400652504077263e-01,7.089934937093356204e-01,5.697121857011605561e-01
8.739093994337464588e-01,9.194946843417770577e-01,8.858104738154612967e-01,7.834659591622447072e-01,8.220242626516414131e-01,7.137202107513170857e-01,7.193086831792697700e-01,5.627438921493258528e-01,7.724275776723603659e-01,3.929754560966005617e-01
8.003414396339976200e-01,8.869727935799598395e-01,8.548244051525321074e-01,7.180121125757035205e-01,7.857178482365514416e-01,7.926893293083081549e-01,6.907790673691709404e-01,5.971520447002792720e-01,7.127251420321377706e-01,5.814306339414621050e-01
8.050728442052762501e-01,8.981716760729753224e-01,8.406538165863536305e-01,7.752620328877054545e-01,7.881450509065681675e-01,7.346828417677609968e-01,6.808055050344065107e-01,3.617233232707703916e-01,7.324755779723622906e-01,4.781803011268819237e-01
8.578178613616335157e-01,9.382684266776666338e-01,8.290683066769166665e-01,6.573957962237263475e-01,7.676267976674853166e-01,7.961657885361782538e-01,7.252331577072356206e-01,7.711591322445763286e-01,5.729957062231637588e-01,5.211581947387170510e-01
7.264114150713439910e-01,7.969971687323045284e-01,7.694193088706803296e-01,5.389207432546453402e-01,7.059574747342169942e-01,6.291065569159807191e-01,6.876357977237357311e-01,4.538490240564003186e-01,6.162792267451672190e-01,5.921189507434421184e-01
8.634631466446665016e-01,9.195321845761534885e-01,8.660026625166405978e-01,7.278891118069487076e-01,7.341869011681322332e-01,7.447304670654191217e-01,6.061481634260214024e-01,6.190364314776967136e-01,5.239440871505446351e-01,4.174863592897454789e-01
7.924341402133762147e-01,9.256310351939698311e-01,8.589604935030842325e-01,7.701475634222713085e-01,7.511748823430145494e-01,6.996606228788928572e-01,7.137490859317869862e-01,6.374653591584946710e-01,4.885243657772860848e-01,6.306937543359645293e-01
9.399624997656234049e-01,9.467963549772185905e-01,9.085489284308027047e-01,8.291427446421539837e-01,7.648920930755815917e-01,7.417139482121762883e-01,7.011874449215306226e-01,8.244621528884554795e-01,6.391433071456695814e-01,1.832501453134081915e-01
9.234588341177131232e-01,9.492072450452814225e-01,8.871610447565296820e-01,8.675452346577164908e-01,6.415075094219337970e-01,7.547974049837811172e-01,7.919040744004649524e-01,6.867080419252620249e-01,6.191974949843436216e-01,2.518333864586653204e-01
9.131083944274650532e-01,9.312710704441903298e-01,8.306260664129149207e-01,6.209579434871467241e-01,7.487141169632308690e-01,7.908313801961261991e-01,7.329760186001161859e-01,5.405838786492415116e-01,4.472191701198132141e-01,5.009800686254288760e-01
8.211928824555153605e-01,8.934768342302138455e-01,8.114913843211519762e-01,7.577942362139762356e-01,7.550540940880879903e-01,7.037830236438977760e-01,7.149922187013667552e-01,7.373545459659122114e-01,5.690638066487915259e-01,5.085693660585378639e-01
8.560769129807060951e-01,8.362002887518046323e-01,7.544584028650177521e-01,6.842324639528997166e-01,7.296834980218624978e-01,5.704072525453284248e-01,6.531515196969979176e-01,6.750325314533215382e-01,6.079099244370276267e-01,4.732658954118462713e-01
8.277079856749103293e-01,8.764924155775973835e-01,7.733605835036468923e-01,7.748900305626909013e-01,7.805505034406464704e-01,6.700817505109406547e-01,6.218695741848385694e-01,7.292749329683310133e-01,2.452577203607522460e-01,2.056968481053006448e-01
8.349822811392569877e-01,8.838342114638215730e-01,7.889160557253482864e-01,6.774711716948229601e-01,6.828970806067536925e-01,7.072249826561415320e-01,6.484688654304089361e-01,5.461716010725066184e-01,6.334292089325557207e-01,3.675866724167025645e-01
8.719260120375752487e-01,9.229587684923030722e-01,8.442049012806328578e-01,8.013089456809103783e-01,7.621380758629741070e-01,7.845514034462713893e-01,7.622245139032117756e-01,6.385209907561922860e-01,5.902111263195394253e-01,4.345969662310388837e-01
8.512643204020023946e-01,9.127845799036243823e-01,8.002730017062607004e-01,8.872199201245006828e-01,7.188369302308138531e-01,6.280048000300000322e-01,7.852669079181745504e-01,6.793692460577878123e-01,7.353600960005999276e-01,4.866842292764329003e-01
9.402788142425889673e-01,9.236965856036599698e-01,8.340258376614854141e-01,6.495426846417788891e-01,6.880130500815629935e-01,7.699900624378901437e-01,7.351112819455121183e-01,6.649136557103481060e-01,6.095460596628728966e-01,3.743811523822023202e-01
6.843322145763410802e-01,9.045782161138505861e-01,8.380826130163313570e-01,7.041580259876624170e-01,6.993812461327882923e-01,7.951131569572308377e-01,7.210588191176194872e-01,6.125995162469763944e-01,8.059962874767967467e-01,5.463958524740779588e-01
8.747255920349501501e-01,8.981094256839103895e-01,7.354161588509927627e-01,7.404355652222824880e-01,7.050810942568390693e-01,4.406592541203382396e-01,6.834502090638066019e-01,6.392288076800480834e-01,6.028740179626121964e-01,5.396808730054561964e-01
