8.967444171526072205e-01,6.947642172763578428e-01,6.456126600791254333e-01,7.014910093188081452e-01,6.033652710329439062e-01,4.164755404721279253e-01,4.442335889599309251e-01,3.183869274182963838e-01,5.013278832992705825e-01,1.639607747548421923e-01
8.829130182063636978e-01,6.836401477509234104e-01,6.642564641029006234e-01,7.080173626085162208e-01,6.102932518328239020e-01,3.730870192938705587e-01,4.253021581384883731e-01,4.723679522997017988e-01,3.069712935705847801e-01,2.555869724185775849e-01
8.279972999831247682e-01,6.624000150000936005e-01,3.659966624791404222e-01,5.237460859130368407e-01,3.065336658354114174e-01,4.051467196669978899e-01,3.410901318133238713e-01,2.668181051131569559e-01,1.038685241782761198e-01,1.545649035306470298e-01
8.800735004593778221e-01,7.177865486659290584e-01,6.968599178744865341e-01,7.193174957343482223e-01,5.314805092531827979e-01,4.884966156038474949e-01,3.483301145632159979e-01,3.704096900605628462e-01,1.955359720998256223e-01,1.898338739617122517e-01
8.914763842274013861e-01,7.042832767704797492e-01,7.302433765211031602e-01,7.360082875517972578e-01,6.608926930793317389e-01,5.416725104531902035e-01,3.681919261995387216e-01,4.947889674310463892e-01,3.461491009318807266e-01,2.683548647179044844e-01
7.288545553409708777e-01,4.591524947030918291e-01,2.441252132825829924e-01,3.339345245907786586e-01,3.012451952824705126e-01,3.383053644085275424e-01,1.943464646654041450e-01,2.376164851030318770e-01,2.056295351845948693e-01,2.149194682466765427e-01
8.896199351245945852e-01,7.694174338589615525e-01,6.707231920199500097e-01,6.820300751879697643e-01,5.853764086025536884e-01,4.186256164101025412e-01,4.170980443627772538e-01,3.388258676616728304e-01,4.249678435490221173e-01,7.754898468115424548e-02
8.486518665741660250e-01,6.806995668722928272e-01,6.231854574091088006e-01,7.014949468434177327e-01,5.717450734067087703e-01,3.265467909174432082e-01,3.242729642060263040e-01,4.460555378471114940e-01,4.060403502521890418e-01,3.875808598803742178e-01
8.404027525172031998e-01,6.664014775092343967e-01,6.122826392664952877e-01,6.644758404740028768e-01,4.955616597603734741e-01,3.048965931037068700e-01,3.895338720867004834e-01,3.556891605572534698e-01,5.390555565972287022e-01,2.692608703804398318e-01
9.023332645829035270e-01,6.731003318770741872e-01,6.616576978606115711e-01,7.453518459490372505e-01,5.831847074044211876e-01,3.692063075394221294e-01,4.692636828980180641e-01,4.452419702623141018e-01,4.256342227138919521e-01,3.139363996024974734e-01
8.952453452834079339e-01,7.056745354658466862e-01,6.796039975249844600e-01,7.176215476346726740e-01,6.429169557309732941e-01,4.897440609003806400e-01,5.015886974293588541e-01,4.382125513284458318e-01,3.581789886186788063e-01,2.295139969624809817e-01
8.958757242232764373e-01,7.018170738567115485e-01,7.125473909211932355e-01,7.585626160163499998e-01,6.532938330864568321e-01,5.560861005381282363e-01,4.243676522978268584e-01,4.684068025425158210e-01,2.922922018262614219e-01,3.258104738154612989e-01
8.959627247670296502e-01,6.758520990756191615e-01,7.045373408583802677e-01,7.018390114938217739e-01,5.052299701873136373e-01,4.418333864586653226e-01,3.177482984268651944e-01,3.793874336714604389e-01,2.260204751279695223e-01,2.254675341720885628e-01
8.862104138150862509e-01,7.198177488609301955e-01,6.517319483246769574e-01,7.258948493428083459e-01,6.057647235295219312e-01,2.862214763842274023e-01,4.111109444434027371e-01,3.952693454334089140e-01,3.591853074081712838e-01,2.870434815217594582e-01
7.988026175163593923e-01,6.051622822642641619e-01,3.059467871674197981e-01,3.808023175144844563e-01,2.146115913224457272e-01,4.152069075431721323e-01,2.768042300264376143e-01,4.322895768098550945e-02,1.868805430033937676e-01,3.004792529953312363e-01
8.732482703016892778e-01,7.336915230720192360e-01,6.443830273939212816e-01,6.548506553165955868e-01,4.787311795698722672e-01,5.419175744848404586e-01,3.672849830311439301e-01,3.679254870342939521e-01,3.046288414302589231e-01,2.082365514784467186e-01
8.424924530778316045e-01,7.101460634128962113e-01,6.085204282526766040e-01,7.355892224326402440e-01,5.965576659854123776e-01,3.794881218007612467e-01,3.588725554534716311e-01,4.065246657791610763e-01,5.002356889730560363e-01,2.831393321208257596e-01
