bits, path
11096, sub-S07_ses-SES01/anat/surfaces/morphology
12072, sub-S02_ses-SES01/anat/surfaces/morphology
13240, sub-S01_ses-SES01/anat/surfaces/morphology
17824, sub-S08_ses-SES01/anat/volumetric
18184, sub-S09_ses-SES01/anat/volumetric
18704, sub-S05_ses-SES01/anat/volumetric
18888, sub-S11_ses-SES01/anat/volumetric
18904, sub-S03_ses-SES01/anat/volumetric
18960, sub-S06_ses-SES01/anat/volumetric
19024, sub-S10_ses-SES01/anat/volumetric
19664, sub-S07_ses-SES01/anat/volumetric
20224, sub-S02_ses-SES01/anat/volumetric
20881, sub-S01_ses-SES01/logs
21654, sub-S08_ses-SES01/anat/surfaces/conte69
22758, sub-S09_ses-SES01/anat/surfaces/conte69
23446, sub-S05_ses-SES01/anat/surfaces/conte69
23494, sub-S03_ses-SES01/anat/surfaces/conte69
23566, sub-S06_ses-SES01/anat/surfaces/conte69
23758, sub-S10_ses-SES01/anat/surfaces/conte69
23936, sub-S01_ses-SES01/anat/volumetric
24198, sub-S11_ses-SES01/anat/surfaces/conte69
24862, sub-S07_ses-SES01/anat/surfaces/conte69
26222, sub-S02_ses-SES01/anat/surfaces/conte69
29646, sub-S01_ses-SES01/anat/surfaces/conte69
81105, sub-S03_ses-SES01/QC/png
82660, sub-S08_ses-SES01/QC/png
83461, sub-S08_ses-SES01/anat/surfaces/geo_dist
83469, sub-S03_ses-SES01/anat/surfaces/geo_dist
83509, sub-S09_ses-SES01/anat/surfaces/geo_dist
83533, sub-S11_ses-SES01/anat/surfaces/geo_dist
83557, sub-S05_ses-SES01/anat/surfaces/geo_dist
83557, sub-S06_ses-SES01/anat/surfaces/geo_dist
83565, sub-S01_ses-SES01/anat/surfaces/geo_dist
83581, sub-S07_ses-SES01/anat/surfaces/geo_dist
83581, sub-S10_ses-SES01/anat/surfaces/geo_dist
83677, sub-S02_ses-SES01/anat/surfaces/geo_dist
83868, sub-S06_ses-SES01/QC/png
84004, sub-S09_ses-SES01/QC/png
84108, sub-S10_ses-SES01/QC/png
84764, sub-S05_ses-SES01/QC/png
86572, sub-S11_ses-SES01/QC/png
86588, sub-S07_ses-SES01/QC/png
88511, sub-S03_ses-SES01/QC
89978, sub-S08_ses-SES01/QC
91330, sub-S06_ses-SES01/QC
91418, sub-S09_ses-SES01/QC
91586, sub-S10_ses-SES01/QC
92234, sub-S05_ses-SES01/QC
93986, sub-S07_ses-SES01/QC
93994, sub-S11_ses-SES01/QC
108608, sub-S08_ses-SES01/anat/surfaces/micro_profiles
110504, sub-S09_ses-SES01/anat/surfaces/micro_profiles
111840, sub-S05_ses-SES01/anat/surfaces/micro_profiles
112048, sub-S03_ses-SES01/anat/surfaces/micro_profiles
112152, sub-S06_ses-SES01/anat/surfaces/micro_profiles
112600, sub-S10_ses-SES01/anat/surfaces/micro_profiles
113648, sub-S11_ses-SES01/anat/surfaces/micro_profiles
116016, sub-S07_ses-SES01/anat/surfaces/micro_profiles
122776, sub-S02_ses-SES01/anat/surfaces/micro_profiles
130432, sub-S02_ses-SES01/QC/png
131024, sub-S01_ses-SES01/anat/surfaces/micro_profiles
138102, sub-S02_ses-SES01/QC
153172, sub-S02_ses-SES01/dwi/connectomes
158164, sub-S01_ses-SES01/dwi/connectomes
158420, sub-S07_ses-SES01/dwi/connectomes
158708, sub-S11_ses-SES01/dwi/connectomes
160412, sub-S08_ses-SES01/dwi/connectomes
161780, sub-S06_ses-SES01/dwi/connectomes
162036, sub-S05_ses-SES01/dwi/connectomes
162052, sub-S09_ses-SES01/dwi/connectomes
162212, sub-S03_ses-SES01/dwi/connectomes
164428, sub-S10_ses-SES01/dwi/connectomes
212631, sub-S01_ses-SES01/QC/png
220421, sub-S01_ses-SES01/QC
223781, sub-S08_ses-SES01/anat/surfaces
227165, sub-S09_ses-SES01/anat/surfaces
229461, sub-S05_ses-SES01/anat/surfaces
229605, sub-S03_ses-SES01/anat/surfaces
229901, sub-S06_ses-SES01/anat/surfaces
230605, sub-S10_ses-SES01/anat/surfaces
232141, sub-S11_ses-SES01/anat/surfaces
235557, sub-S07_ses-SES01/anat/surfaces
244781, sub-S02_ses-SES01/anat/surfaces
257477, sub-S01_ses-SES01/anat/surfaces
549520, sub-S08_ses-SES01/anat
563592, sub-S09_ses-SES01/anat
579720, sub-S11_ses-SES01/anat
582160, sub-S07_ses-SES01/anat
583584, sub-S03_ses-SES01/anat
589688, sub-S05_ses-SES01/anat
593624, sub-S06_ses-SES01/anat
594800, sub-S10_ses-SES01/anat
615936, sub-S02_ses-SES01/anat
797723, sub-S01_ses-SES01/anat
3617081, sub-S08_ses-SES01/xfm
3710289, sub-S09_ses-SES01/xfm
3783385, sub-S07_ses-SES01/xfm
3791265, sub-S11_ses-SES01/xfm
3839777, sub-S03_ses-SES01/xfm
3855713, sub-S05_ses-SES01/xfm
3899577, sub-S02_ses-SES01/xfm
3915001, sub-S10_ses-SES01/xfm
3923785, sub-S06_ses-SES01/xfm
4988254, sub-S01_ses-SES01/xfm
5146203, sub-S10_ses-SES01/dwi/eddy
5146235, sub-S09_ses-SES01/dwi/eddy
5147059, sub-S08_ses-SES01/dwi/eddy
5148395, sub-S01_ses-SES01/dwi/eddy
5148763, sub-S05_ses-SES01/dwi/eddy
5150515, sub-S02_ses-SES01/dwi/eddy
5152275, sub-S06_ses-SES01/dwi/eddy
5157547, sub-S11_ses-SES01/dwi/eddy
5163955, sub-S03_ses-SES01/dwi/eddy
5168043, sub-S07_ses-SES01/dwi/eddy
2, sub-S01_ses-SES01/func
18339220, sub-S08_ses-SES01/dwi
18340804, sub-S09_ses-SES01/dwi
18343380, sub-S01_ses-SES01/dwi
18356396, sub-S10_ses-SES01/dwi
18358820, sub-S06_ses-SES01/dwi
18358876, sub-S05_ses-SES01/dwi
18360500, sub-S11_ses-SES01/dwi
18367396, sub-S03_ses-SES01/dwi
18371140, sub-S07_ses-SES01/dwi
22601095, sub-S08_ses-SES01
22601161, sub-S08
22711481, sub-S09_ses-SES01
22711547, sub-S09
22830745, sub-S11_ses-SES01
22830811, sub-S11
22836023, sub-S07_ses-SES01
22836089, sub-S07
22884484, sub-S03_ses-SES01
22884550, sub-S03
22901775, sub-S05_ses-SES01
22901841, sub-S05
22963111, sub-S10_ses-SES01
22963177, sub-S10
22972879, sub-S06_ses-SES01
22972945, sub-S06
24036289, sub-S02_ses-SES01/dwi
28698222, sub-S02_ses-SES01
28698288, sub-S02
36529433, sub-S01_ses-SES01
36529499, sub-S01
247930066
