bits, path
1707756, sub-34736_ses-02/dwi
1708020, sub-36144_ses-02/dwi
1709204, sub-34273_ses-02/dwi
1709820, sub-34359_ses-02/dwi
1710428, sub-29096_ses-02/dwi
1711572, sub-32159_ses-02/dwi
1712884, sub-27934_ses-02/dwi
1712980, sub-36487_ses-02/dwi
1714444, sub-27869_ses-02/dwi
1714716, sub-35538_ses-02/dwi
1716644, sub-27960_ses-02/dwi
1717740, sub-04170_ses-02/dwi
1718892, sub-29332_ses-02/dwi
1719878, sub-04165_ses-02/dwi
1720876, sub-26896_ses-02/dwi
1746244, sub-04201_ses-02/dwi
1754524, sub-36966_ses-02/dwi
1758356, sub-04204_ses-02/dwi
1761724, sub-04210_ses-02/dwi
1768524, sub-04211_ses-02/dwi
1768756, sub-04166_ses-02/dwi
1769401, sub-04171_ses-02/dwi
1769692, sub-04178_ses-02/dwi
2036214, sub-35353_ses-02
2036248, sub-35353
2366376, sub-04209_ses-02/func
2388832, sub-35557_ses-02/dwi
2390680, sub-36144_ses-02/func
2401591, sub-34736_ses-02/func
2404888, sub-37130_ses-02/func
2416544, sub-27934_ses-02/func
2416576, sub-33789_ses-02/func
2427992, sub-04201_ses-02/func
2436568, sub-34273_ses-02/func
2438248, sub-32436_ses-02/func
2452144, sub-34359_ses-02/func
2452672, sub-27960_ses-02/func
2456248, sub-31730_ses-02/func
2470592, sub-29096_ses-02/func
2479288, sub-36487_ses-02/func
2506320, sub-35538_ses-02/func
2514512, sub-04204_ses-02/func
2515064, sub-36966_ses-02/func
2521512, sub-28982_ses-02/func
2537360, sub-32310_ses-02/func
2541088, sub-32159_ses-02/func
2544432, sub-29332_ses-02/func
2549440, sub-04211_ses-02/func
2557408, sub-27869_ses-02/func
2571856, sub-35557_ses-02/func
2580784, sub-26896_ses-02/func
2589166, sub-04576_ses-02
2589200, sub-04576
2595360, sub-04166_ses-02/func
2661608, sub-37348_ses-02/func
2669000, sub-04210_ses-02/func
2998169, sub-04165_ses-02
2998203, sub-04165
3014768, sub-04178_ses-02/func
3154201, sub-04181_ses-02
3154235, sub-04181
3233418, sub-04170_ses-02
3233452, sub-04170
3359511, sub-04171_ses-02
