bits, path
3359545, sub-04171
5377720, sub-37348_ses-02
5377754, sub-37348
5529991, sub-34736_ses-02
5530025, sub-34736
5546392, sub-37130_ses-02
5546426, sub-37130
5550616, sub-36144_ses-02
5550650, sub-36144
5577592, sub-27934_ses-02
5577626, sub-27934
5613944, sub-31730_ses-02
5613978, sub-31730
5617136, sub-04209_ses-02
5617170, sub-04209
5623936, sub-34273_ses-02
5623970, sub-34273
5630408, sub-34359_ses-02
5630442, sub-34359
5631480, sub-32436_ses-02
5631514, sub-32436
5644560, sub-36487_ses-02
5644594, sub-36487
5655634, sub-33789_ses-02
5655668, sub-33789
5661344, sub-29096_ses-02
5661378, sub-29096
5719182, sub-04201_ses-02
5719216, sub-04201
5722048, sub-32159_ses-02
5722082, sub-32159
5759278, sub-27960_ses-02
5759312, sub-27960
5768624, sub-29332_ses-02
5768658, sub-29332
5793741, sub-26896_ses-02
5793775, sub-26896
5839920, sub-27869_ses-02
5839954, sub-27869
5844120, sub-36966_ses-02
5844154, sub-36966
5855872, sub-04204_ses-02
5855906, sub-04204
5861253, sub-35538_ses-02
5861287, sub-35538
5913264, sub-04211_ses-02
5913298, sub-04211
6027816, sub-04166_ses-02
6027850, sub-04166
6043864, sub-04210_ses-02
6043898, sub-04210
6402222, sub-28982_ses-02
6402256, sub-28982
6464144, sub-04178_ses-02
6464178, sub-04178
6606512, sub-35557_ses-02
6606546, sub-35557
6642222, sub-32310_ses-02
6642256, sub-32310
186297050, .
